chrom	start	end	driver_score	direction
chr1	59593799	59593953	0.8014	0.174
chr1	59595805	59596062	0.6407	0.3281
chr1	59602952	59603146	0.6778	0.2514
chr1	59609578	59610463	0.6997	-0.8085
chr1	59613861	59614130	0.7112	0.1203
chr1	59617873	59618038	0.8206	0.1055
chr1	59621910	59622125	0.7133	-0.2548
chr1	59623109	59623829	0.6751	-0.1048
chr1	59626059	59626602	0.5783	0.0435
chr1	59631346	59631566	0.6392	-0.2338
chr1	59633008	59633800	0.6702	-0.2764
chr1	59634081	59634228	0.7414	-0.0596
chr1	59634804	59634937	0.9445	-0.0555
chr1	59669857	59671442	0.9214	0.2592
chr1	59676712	59676867	0.6685	-0.1342
chr1	59678747	59678989	0.7145	-0.4521
chr1	59684790	59685395	0.6906	0.2688
chr1	59685578	59685799	0.6093	0.0041
chr1	59687454	59687756	0.8176	-0.0385
chr1	59719344	59720363	0.8074	-0.2988
chr1	59725532	59726185	0.5976	0.0711
chr1	59734191	59734690	0.669	0.5244
chr1	59739444	59740026	0.5935	-0.2767
chr1	59749903	59750043	0.7339	-0.0751
chr1	59762360	59764186	0.9231	0.3461
chr1	59764490	59764980	0.6353	-0.0237
chr1	59765265	59765466	0.8297	-0.0462
chr1	59771345	59771560	0.645	-0.0672
chr1	59771828	59772173	0.5645	0.0838
chr1	59781178	59781325	0.644	-0.1825
chr1	59785262	59785480	0.7974	-0.2923
chr1	59795461	59795606	0.1854	-0.1008
chr1	59803902	59804910	0.2323	-0.4174
chr1	59833503	59834118	0.2358	-0.5814
chr1	59848410	59848559	0.3946	0.0847
chr1	59849953	59850438	0.3406	-0.3304
chr1	59861134	59861353	0.1998	-0.2265
chr1	59866651	59866999	0.1944	-0.3942
chr1	59880563	59880757	0.2934	-0.0709
chr1	59882335	59883056	0.3554	-0.4423
chr1	59883731	59883979	0.205	-0.273
chr1	59886901	59887273	0.1976	-0.2731
chr1	59895387	59895874	0.2278	0.1582
chr1	59898999	59899641	0.169	-0.2283
chr1	59912415	59914099	0.4743	0.4314
chr1	59915624	59916180	0.3751	-0.4615
chr1	59926290	59926893	0.2468	0.1071
chr1	59930206	59931118	0.2548	-0.668
chr1	59942324	59942601	0.1849	-0.0816
chr1	59943924	59944127	0.1597	-0.12
chr1	59965958	59966705	0.1963	-0.4656
chr1	59968976	59969118	0.1919	0.0917
chr1	59970833	59971032	0.2296	-0.2359
chr1	60000042	60001128	0.2064	-0.5075
chr1	60004304	60004532	0.1831	-0.247
chr1	60005974	60006321	0.1862	-0.1509
chr1	60007460	60007649	0.2158	-0.0643
chr1	60013872	60014320	0.3848	-0.3699
chr1	60032866	60033042	0.3324	0.1071
chr1	60042321	60043558	0.3854	-0.1284
chr1	60097448	60098785	0.3723	0.1293
chr1	60152836	60152963	0.2167	-0.1395
chr1	60158091	60158924	0.2542	-0.6638
chr1	60161392	60161682	0.3608	-0.1072
chr1	60163658	60164166	0.17	-0.346
chr1	60166619	60166798	0.3713	-0.173
chr1	60169425	60170141	0.2233	-0.6823
chr1	60170326	60170436	0.1903	0.0742
chr1	60180000	60181164	0.4447	0.1185
chr1	60187454	60187643	0.1917	-0.0681
chr1	60187898	60188172	0.2687	-0.5634
chr1	60188503	60188883	0.2107	-0.1417
chr1	60196888	60197048	0.1917	-0.1296
chr1	60208968	60209117	0.4831	-0.1664
chr1	60231903	60232191	0.1935	-0.2682
chr1	60234863	60235607	0.3503	-0.9287
chr1	60240501	60240689	0.2403	-0.4058
chr1	60262937	60263392	0.2559	-0.2697
chr1	60263670	60263942	0.1896	-0.309
chr1	60266526	60266708	0.2659	-0.1561
chr1	60272601	60272742	0.2274	-0.3005
chr1	60296684	60296813	0.1813	-0.2093
chr1	60314835	60315001	0.5573	-0.102
chr1	60342695	60344026	0.3436	0.3338
chr1	60352846	60353783	0.3789	-0.9796
chr1	60360331	60360567	0.2257	-0.1395
chr1	60408826	60410832	0.4695	0.2032
chr1	60416823	60417040	0.3112	0.0788
chr1	60427615	60427906	0.2816	-0.5599
chr1	60428266	60429187	0.2228	-0.6481
chr1	60447182	60447336	0.4157	-0.0805
chr1	60464476	60464982	0.1969	-0.4808
chr1	60471444	60471594	0.2078	-0.0767
chr1	60471828	60471957	0.3315	0.0824
chr1	60476904	60477124	0.315	-0.0643
chr1	60477234	60477446	0.2476	-0.0895
chr1	60477496	60477813	0.2158	-0.0673
chr1	60478604	60479046	0.2188	-0.1664
chr1	60485721	60485992	0.2784	-0.2473
chr1	60489695	60489879	0.2006	0.1008
chr1	60490333	60491018	0.2125	-0.1878
chr1	60491606	60491762	0.2169	-0.0711
chr1	60512138	60512490	0.1802	-0.2824
chr1	60513884	60514079	0.2112	-0.0816
chr1	60530261	60530588	0.2077	-0.5377
chr1	60539390	60539628	0.3006	-0.5085
chr1	60553092	60553349	0.2044	-0.198
chr1	60565267	60565769	0.265	-0.2828
chr1	60566237	60567468	0.5407	0.3566
chr1	60572385	60572501	0.3004	0.0934
chr1	60572612	60573585	0.1958	-0.346
chr1	60587746	60588030	0.163	-0.281
chr1	60589077	60589234	0.3208	-0.0912
chr1	60590030	60590181	0.2069	-0.1127
chr1	60593026	60593397	0.1618	-0.2959
chr1	60598307	60598762	0.1745	-0.3268
chr1	60599044	60599664	0.1656	-0.2974
chr1	60604415	60605133	0.1949	-0.5025
chr1	60610746	60610876	0.3723	0.0905
chr1	60613136	60613775	0.2922	-0.5151
chr1	60615073	60615257	0.7494	-0.0064
chr1	60616958	60617279	0.2051	-0.4317
chr1	60618540	60618672	0.2401	0.127
chr1	60621490	60622066	0.1589	-0.274
chr1	60622506	60623187	0.2857	-0.2474
chr1	60624236	60624438	0.193	-0.1827
chr1	60627943	60628081	0.2175	0.1116
chr1	60641368	60641833	0.2198	-0.1451
chr1	60645317	60645752	0.1799	-0.2515
chr1	60646288	60646503	0.1888	-0.2376
chr1	60649528	60649918	0.1637	-0.1712
chr1	60650262	60650637	0.2015	-0.2316
chr1	60652796	60653008	0.1818	-0.0919
chr1	60655940	60656142	0.2687	0.1753
chr1	60656272	60656544	0.3312	-0.0869
chr1	60658338	60658783	0.3352	-0.5178
chr1	60658784	60658943	0.22	0.0824
chr1	60662389	60662634	0.2212	0.2904
chr1	60665203	60665752	0.2365	-0.1538
chr1	60667891	60668698	0.2169	0.0344
chr1	60685127	60685388	0.1989	0.0989
chr1	60699527	60699726	0.1844	0.158
chr1	60702629	60703276	0.2523	0.0693
chr1	60707177	60707629	0.2545	0.206
chr1	60715479	60716073	0.2753	0.0452
chr1	60718663	60718817	0.1717	-0.1731
chr1	60723360	60724101	0.2418	-0.779
chr1	60734762	60735722	0.4259	0.756
chr1	60740513	60740692	0.2158	-0.1073
chr1	60744124	60744663	0.2066	-0.5063
chr1	60745607	60746472	0.3572	0.3448
chr1	60749122	60750142	0.2808	-0.381
chr1	60750385	60750511	0.2303	-0.0639
chr1	60753608	60754225	0.3729	0.4375
chr1	60759863	60760146	0.2019	-0.0768
chr1	60760478	60760710	0.21	-0.2254
chr1	60762561	60762758	0.2209	-0.1825
chr1	60765112	60765342	0.4128	-0.0864
chr1	60778544	60779055	0.337	0.3992
chr1	60793821	60794207	0.2214	-0.4835
chr1	60799945	60800141	0.2753	0.245
chr1	60803977	60804663	0.2683	0.6836
chr1	60805603	60806031	0.3416	-0.5165
chr1	60815808	60816235	0.1826	-0.0785
chr1	60818016	60818337	0.2108	-0.2524
chr1	60820389	60820627	0.1862	-0.2428
chr1	60824506	60824804	0.2795	-0.155
chr1	60825606	60826705	0.2971	0.2138
chr1	60833713	60833999	0.422	-0.501
chr1	60839223	60839496	0.2065	-0.5027
chr1	60843609	60843867	0.3075	0.2824
chr1	60846869	60847193	0.2026	-0.1505
chr1	60849872	60850090	0.3113	-0.1402
chr1	60850922	60851653	0.1853	-0.4538
chr1	60859948	60860411	0.3615	-0.3506
chr1	60860551	60861294	0.1546	-0.0851
chr1	60862954	60863535	0.3188	0.668
chr1	60864322	60864555	0.1701	-0.2335
chr1	60866680	60866821	0.2106	-0.1173
chr1	60868389	60868822	0.3028	-0.0224
chr1	60873344	60873581	0.6342	0.2665
chr1	60875331	60875646	0.1813	-0.1127
chr1	60880524	60880657	0.2776	-0.1234
chr1	60882646	60882926	0.1919	-0.1073
chr1	60890790	60891151	0.2155	-0.2488
chr1	60898546	60899675	0.3074	-0.8079
chr1	60916454	60917424	0.2395	0.0824
chr1	60920135	60921079	0.19	-0.171
chr1	60936166	60936590	0.2244	-0.3598
chr1	60939434	60939604	0.187	-0.0672
chr1	60945905	60946291	0.1705	-0.3541
chr1	60954712	60955046	0.1649	-0.2225
chr1	60956038	60956253	0.2423	-0.2216
chr1	60958562	60958692	0.2439	0.0784
chr1	60960548	60960781	0.286	0.0267
chr1	60960898	60961405	0.1809	-0.4579
chr1	60967885	60968344	0.2196	-0.4273
chr1	60979290	60979762	0.2399	-0.3216
chr1	60983095	60983340	0.3013	-0.3437
chr1	60994172	60994687	0.2154	-0.6178
chr1	60997814	60998415	0.1856	-0.431
chr1	60998627	60999051	0.2049	-0.074
chr1	61007627	61007807	0.2386	-0.2361
chr1	61026752	61027118	0.1799	-0.3242
chr1	61029892	61030245	0.3963	-0.5036
chr1	61034192	61034521	0.2108	-0.285
chr1	61037976	61038695	0.3204	-0.5735
chr1	61042804	61043186	0.1643	-0.3387
chr1	61046278	61046648	0.1906	-0.4546
chr1	61050472	61050649	0.19	-0.1611
chr1	61053692	61054374	0.1943	-0.3724
chr1	61055060	61055608	0.1652	-0.3539
chr1	61065276	61065759	0.1629	-0.2448
chr1	61074468	61074929	0.1773	-0.4049
chr1	61091269	61091403	0.2155	0.0906
chr1	61094128	61094257	0.2595	0.0989
chr1	61095165	61096174	0.2215	-0.7142
chr1	61101762	61101993	0.2448	-0.2849
chr1	61131801	61132053	0.2397	-0.3118
chr1	61136279	61136490	0.1961	-0.1451
chr1	61141268	61142452	0.2932	-0.7194
chr1	61143298	61143411	0.2328	0.1386
chr1	61151777	61152086	0.2917	0.4576
chr1	61157077	61157731	0.1814	-0.3703
chr1	61160570	61160993	0.1827	-0.2645
chr1	61175240	61175600	0.2261	-0.3177
chr1	61180988	61181697	0.2577	-0.5016
chr1	61186038	61186254	0.1966	0.0996
chr1	61203062	61203767	0.2033	-0.2633
chr1	61234153	61234710	0.237	0.311
chr1	61238772	61238926	0.2879	-0.0912
chr1	61276073	61276238	0.8146	-0.1937
chr1	61295040	61295530	0.76	-0.4651
chr1	61297931	61298445	0.7851	-0.3771
chr1	61300387	61300871	0.7283	-0.1954
chr1	61313675	61313852	0.7606	-0.2022
chr1	61316398	61316526	0.8184	-0.0912
chr1	61320424	61321013	0.7845	-0.2536
chr1	61322266	61322394	0.7776	0.0906
chr1	61359501	61360049	0.8902	-0.6761
chr1	61376765	61377503	0.7864	-0.2866
chr1	61378343	61378450	0.7638	0.0914
chr1	61388096	61388201	0.8175	0.1153
chr1	61397818	61398001	0.744	0.1153
chr1	61411066	61411241	0.7603	-0.01
chr1	61415450	61415812	0.8162	0.8134
chr1	61418465	61418701	0.7191	-0.0727
chr1	61422952	61423757	0.8842	-0.8133
chr1	61429558	61429775	0.8061	-0.2146
chr1	61430496	61430794	0.8225	-0.1986
chr1	61439629	61440118	0.8533	-0.2093
chr1	61464872	61464995	0.7842	0.0906
chr1	61470612	61471419	0.8591	-1.0
chr1	61480383	61481000	0.8079	-0.5001
chr1	61485279	61485928	0.776	-0.8693
chr1	61530083	61530784	0.8045	-0.4071
chr1	61539838	61540570	0.8282	-0.7102
chr1	61541320	61541510	0.7789	-0.0713
chr1	61542258	61542438	0.8288	-0.1151
chr1	61576675	61577075	0.8617	-0.5874
chr1	61625889	61625996	0.8175	0.0824
chr1	61638551	61640141	0.7711	-0.0949
chr1	61641965	61642134	0.8355	-0.1118
chr1	61645176	61645344	0.8507	-0.0966
chr1	61651127	61651312	0.8058	0.0742
chr1	61657907	61658106	0.7775	-0.0805
chr1	61658474	61658634	0.8333	-0.1584
chr1	61683459	61683635	0.7894	-0.1056
chr1	61732672	61732928	0.7152	-0.24
chr1	61741268	61742125	0.7973	-0.4701
chr1	61747615	61747748	0.7783	-0.1395
chr1	61750992	61751313	0.7845	-0.3795
chr1	61771331	61771680	0.7869	-0.5213
chr1	61779747	61780234	0.8162	-0.7342
chr1	61794482	61794955	0.8455	-0.2437
chr1	61796355	61797256	0.8224	-0.5556
chr1	61851098	61852015	0.8173	-0.7529
chr1	61873607	61873832	0.8206	-0.1392
chr1	61903276	61903771	0.791	-0.4064
chr1	61903868	61904539	0.7715	0.0119
chr1	61906156	61906380	0.8295	-0.2923
chr1	61906559	61906720	0.8399	-0.0906
chr1	61925075	61925241	0.8531	-0.3903
chr1	61934565	61935245	0.7832	-0.4671
chr1	61939367	61939526	0.7693	0.0917
chr1	61940194	61940353	0.8379	-0.0859
chr1	61946104	61946325	0.7939	-0.1056
chr1	61989194	61989360	0.8188	-0.1849
chr1	61991492	61992774	0.7804	-0.6202
chr1	62041774	62042082	0.8401	-0.2798
chr1	62069023	62069291	0.77	0.1401
chr1	62084677	62084856	0.8055	-0.1119
chr1	62085834	62086786	0.8779	-0.8441
chr1	62091347	62091684	0.8437	-0.9678
chr1	62156829	62157814	0.8	0.2041
chr1	62175061	62175647	0.8157	-0.9866
chr1	62209456	62210065	0.7801	0.9265
chr1	62216020	62216130	0.7625	0.0875
chr1	62216294	62216453	0.8132	-0.0644
chr1	62216665	62217172	0.6847	0.2036
chr1	62241955	62242505	0.7827	-0.4099
chr1	62242744	62243117	0.8185	-0.7569
chr1	62291385	62291699	0.7912	-0.4338
chr1	62292214	62292426	0.8306	-0.2104
chr1	62302384	62302514	0.8044	-0.1825
chr1	62382655	62383470	0.7774	-0.612
chr1	62384202	62384335	0.8124	-0.0848
chr1	62393526	62393705	0.7717	-0.0568
chr1	62397886	62398853	0.8501	-0.7934
chr1	62405163	62405351	0.8114	0.1341
chr1	62413025	62413249	0.8142	-0.0678
chr1	62416495	62417283	0.6916	0.265
chr1	62422931	62423337	0.7663	0.7106
chr1	62430006	62430184	0.803	0.2425
chr1	62437211	62438093	0.8188	-0.7987
chr1	62442740	62443207	0.7772	-0.5145
chr1	62444220	62444880	0.8642	-0.4608
chr1	62445255	62445428	0.8086	-0.214
chr1	62447278	62447414	0.7986	0.1199
chr1	62447712	62447903	0.8153	-0.1734
chr1	62459322	62459711	0.774	-0.2344
chr1	62466358	62467124	0.84	-0.6449
chr1	62499176	62499322	0.8054	-0.0816
chr1	62508760	62508955	0.7458	-0.3151
chr1	62516653	62517346	0.9387	-0.8066
chr1	62518328	62519260	0.727	0.5324
chr1	62522694	62523122	0.7706	-0.5669
chr1	62530010	62530282	0.8862	-0.4977
chr1	62532656	62533054	0.7995	-0.2609
chr1	62548875	62549386	0.8456	0.3203
chr1	62550691	62550887	0.8059	-0.0593
chr1	62551339	62552003	0.7505	-0.4865
chr1	62552290	62552734	0.7381	-0.3194
chr1	62558357	62558842	0.7384	-0.2273
chr1	62563026	62563610	0.7985	-0.2796
chr1	62567972	62568162	0.8025	-0.1073
chr1	62568826	62569416	0.807	-0.6657
chr1	62580250	62581091	0.8258	-0.3964
chr1	62591256	62592138	0.7616	-0.1251
chr1	62607261	62607811	0.8782	-0.44
chr1	62618247	62618463	0.7251	0.1071
chr1	62621465	62622026	0.8093	-0.5106
chr1	62622566	62622736	0.7353	-0.0864
chr1	62631711	62632262	0.7906	0.5785
chr1	62639586	62639865	0.8021	-0.1056
chr1	62644305	62644715	0.7632	-0.1449
chr1	62649005	62649395	0.7786	-0.0759
chr1	62653765	62654225	0.8014	-0.5173
chr1	62665188	62666218	0.7442	-0.4752
chr1	62678348	62678459	0.7938	0.0676
chr1	62678485	62678966	0.8046	-0.253
chr1	62682493	62682726	0.8127	0.2141
chr1	62683086	62683286	0.7385	0.13
chr1	62687470	62687871	0.7837	-0.6263
chr1	62692451	62692639	0.7833	-0.0865
chr1	62696940	62697230	0.7592	-0.1238
chr1	62701122	62701471	0.7078	-0.0281
chr1	62702865	62703805	0.8108	0.085
chr1	62704365	62704816	0.7912	-0.165
chr1	62706272	62707190	0.7332	-0.0153
chr1	62707618	62707833	0.7895	0.1549
chr1	62713129	62713375	0.8056	-0.2417
chr1	62720132	62720723	0.7939	-0.4572
chr1	62721592	62722285	0.7392	-0.5782
chr1	62727142	62727466	0.7948	-0.0966
chr1	62739178	62739292	0.7634	0.0923
chr1	62747490	62748470	0.7573	-0.1953
chr1	62750449	62750848	0.7412	-0.2666
chr1	62751325	62752029	0.6956	0.185
chr1	62752179	62752381	0.824	-0.1215
chr1	62753892	62754222	0.8492	-0.1278
chr1	62763685	62764115	0.779	-0.5346
chr1	62767556	62768125	0.7763	-0.517
chr1	62772012	62772275	0.785	-0.0672
chr1	62774407	62775200	0.755	0.0047
chr1	62777162	62777883	0.7604	-0.3105
chr1	62780020	62780641	0.7055	0.2243
chr1	62783553	62783758	0.8383	-0.1822
chr1	62784002	62784350	0.7002	0.3749
chr1	62791632	62792386	0.8099	-0.783
chr1	62794750	62795012	0.7619	-0.0593
chr1	62798733	62798852	0.7968	0.113
chr1	62822036	62822172	0.8609	-0.1152
chr1	62822898	62823294	0.7986	-0.113
chr1	62825866	62826572	0.7064	0.3208
chr1	62828061	62828536	0.7689	0.3767
chr1	62830260	62830370	0.7951	0.0808
chr1	62830420	62830668	0.7659	-0.0603
chr1	62830952	62831329	0.8183	-0.3671
chr1	62835979	62836296	0.7816	-0.2132
chr1	62837975	62838326	0.8121	-0.1056
chr1	62838538	62838972	0.7403	0.6316
chr1	62852960	62853140	0.7896	-0.1296
chr1	62853448	62853823	0.7117	0.245
chr1	62859943	62860195	0.7646	-0.0816
chr1	62860700	62861323	0.7631	0.4428
chr1	62881048	62881637	0.8443	-0.3544
chr1	62884998	62885452	0.8089	0.0368
chr1	62887738	62888302	0.7671	-0.2208
chr1	62901387	62901719	0.7847	-0.1779
chr1	62902020	62902174	0.7435	0.0844
chr1	62929618	62929751	0.7823	0.2611
chr1	62932437	62933709	0.7837	-0.543
chr1	62934165	62934299	0.8626	-0.0929
chr1	62951517	62951848	0.8226	0.2982
chr1	62964241	62964752	0.8215	-0.116
chr1	62968429	62968874	0.7393	-0.36
chr1	62976167	62976281	0.7902	0.0671
chr1	62976741	62977200	0.8168	0.3827
chr1	62984429	62984901	0.7224	-0.2466
chr1	62986455	62986749	0.8007	-0.4813
chr1	62987501	62988008	0.8046	-0.2319
chr1	63008922	63009427	0.8814	-0.8225
chr1	63032991	63033347	0.8557	-0.4814
chr1	63043961	63044099	0.7979	0.0721
chr1	63048233	63048520	0.7359	0.1236
chr1	63049665	63049830	0.7546	-0.2522
chr1	63057975	63058150	0.8267	0.2721
chr1	63058615	63058787	0.803	0.1165
chr1	63060487	63060911	0.8598	-0.3374
chr1	63073566	63073810	0.8401	-0.2423
chr1	63076713	63076860	0.8115	0.0897
chr1	63077531	63077642	0.7726	0.0955
chr1	63088665	63088829	0.7616	-0.1073
chr1	63090905	63091088	0.8087	-0.1878
chr1	63098764	63099286	0.8251	-0.4255
chr1	63107681	63107824	0.7977	0.2598
chr1	63112853	63114909	0.861	0.0623
chr1	63121430	63121613	0.7793	-0.1127
chr1	63129769	63130282	0.747	-0.0939
chr1	63131747	63131892	0.844	0.0755
chr1	63134581	63134823	0.0991	-0.1123
chr1	63135464	63135693	0.3226	-0.3377
chr1	63176118	63177429	0.1651	0.1175
chr1	63180784	63181363	0.0428	0.0884
chr1	63182759	63183244	0.0327	0.0748
chr1	63186218	63186639	0.1431	-0.4841
chr1	63190920	63191428	0.1565	0.8066
chr1	63192776	63192934	0.236	-0.1728
chr1	63194067	63194224	0.3387	0.2245
chr1	63199246	63199713	0.0551	0.4614
chr1	63201792	63202472	0.0664	-0.3501
chr1	63203858	63204771	0.0895	-0.1928
chr1	63211341	63211763	0.1455	-0.4095
chr1	63213848	63214436	0.1001	-0.5175
chr1	63225910	63226230	0.3072	0.7096
chr1	63226989	63227423	0.2819	-0.124
chr1	63239298	63240067	0.1856	0.9081
chr1	63250078	63250275	0.0869	0.1011
chr1	63252300	63253240	0.1107	0.1895
chr1	63255278	63255482	0.0302	0.0883
chr1	63255877	63256607	0.2313	-0.6993
chr1	63265552	63265734	0.0335	0.1052
chr1	63266288	63266470	0.0786	-0.0912
chr1	63270838	63271092	0.2233	-0.2355
chr1	63272302	63272741	0.147	-0.1898
chr1	63272886	63273954	0.2814	0.2793
chr1	63274294	63274425	0.2915	-0.1367
chr1	63312699	63312882	0.137	0.0989
chr1	63320902	63321065	0.4401	0.1206
chr1	63323770	63324007	0.0601	0.2841
chr1	63325005	63325208	0.2626	0.0862
chr1	63368076	63368241	0.1018	-0.0912
chr1	63370815	63371145	0.0337	0.1522
chr1	63383043	63383694	0.0334	-0.0768
chr1	63395358	63395847	0.32	1.0
chr1	63418432	63418655	0.0598	-0.0864
chr1	63445710	63446694	0.14	-0.2374
chr1	63450209	63450378	0.06	-0.2085
chr1	63458208	63458466	0.0481	0.2314
chr1	63464517	63464727	0.0597	0.2482
chr1	63471876	63472149	0.0468	0.21
chr1	63473441	63473977	0.1346	0.3188
chr1	63484525	63484743	0.0326	0.089
chr1	63486762	63487005	0.2006	-0.2078
chr1	63490972	63491525	0.3775	-0.995
chr1	63493448	63493581	0.0934	-0.0833
chr1	63507389	63507834	0.2635	-0.4126
chr1	63511511	63511657	0.241	-0.0816
chr1	63517741	63518152	0.3642	0.9068
chr1	63529304	63529578	0.2331	-0.416
chr1	63534173	63534695	0.1905	0.2499
chr1	63545339	63545470	0.0977	0.1071
chr1	63553056	63553403	0.0594	0.523
chr1	63553626	63554026	0.0307	-0.137
chr1	63554400	63555605	0.0963	-0.1579
chr1	63561702	63562264	0.3859	-0.6399
chr1	63566679	63567620	0.1485	-0.6792
chr1	63573552	63573691	0.2063	-0.1395
chr1	63595377	63595679	0.0839	-0.4465
chr1	63596732	63596906	0.1101	-0.1181
chr1	63614531	63614867	0.176	-0.2315
chr1	63621806	63622188	0.4879	-0.9494
chr1	63628103	63628798	0.173	0.0
chr1	63630548	63630668	0.1999	0.1
chr1	63639977	63640206	0.1366	-0.1296
chr1	63657971	63658448	0.0301	-0.1506
chr1	63659683	63659987	0.2223	-0.2923
chr1	63668558	63669086	0.0341	-0.0679
chr1	63696494	63697102	0.3096	-0.706
chr1	63705672	63706297	0.1092	-0.3764
chr1	63730096	63731069	0.1391	0.0607
chr1	63732710	63732850	0.3439	-0.1496
chr1	63754100	63754283	0.2286	0.0847
chr1	63756058	63756255	0.1013	-0.2039
chr1	63763080	63763562	0.0883	-0.1131
chr1	63766067	63766790	0.2806	-0.1442
chr1	63768093	63768579	0.0825	-0.5148
chr1	63776131	63777588	0.1274	-0.0635
chr1	63813706	63813853	0.1362	0.0906
chr1	63820828	63821119	0.079	0.3141
chr1	63916668	63917536	0.0501	-0.2041
chr1	63919943	63920279	0.0361	-0.2669
chr1	63928506	63928634	0.1425	-0.0698
chr1	63944773	63945058	0.0677	-0.0966
chr1	63953614	63953766	0.0909	-0.2288
chr1	63967770	63968351	0.1545	-0.4558
chr1	63976605	63977297	0.0548	-0.4007
chr1	63981707	63982013	0.1709	-0.094
chr1	63986368	63986547	0.2868	0.0906
chr1	63987334	63987484	0.1188	0.0917
chr1	63994379	63994552	0.1297	-0.1991
chr1	63994912	63995637	0.0698	-0.356
chr1	63998946	63999251	0.0702	-0.1911
chr1	64005096	64005712	0.1877	-0.9135
chr1	64014192	64014336	0.2485	-0.0672
chr1	64020702	64021163	0.0748	0.3279
chr1	64021385	64021525	0.1495	-0.0117
chr1	64023363	64023892	0.2586	-0.4492
chr1	64036042	64036384	0.0745	-0.0644
chr1	64036814	64037288	0.0686	-0.1423
chr1	64040175	64040618	0.0422	0.2251
chr1	64040687	64040912	0.0731	0.0719
chr1	64052388	64052615	0.1344	-0.2465
chr1	64065925	64066133	0.2225	-0.2397
chr1	64077334	64077871	0.0587	-0.2318
chr1	64078471	64078604	0.1819	-0.115
chr1	64087983	64088873	0.1298	-0.5503
chr1	64101498	64101679	0.1317	-0.0768
chr1	64109326	64109463	0.529	-0.0644
chr1	64118902	64119503	0.0789	-0.2135
chr1	64121188	64122651	0.2111	0.4354
chr1	64128530	64128667	0.1633	-0.0966
chr1	64131854	64132055	0.524	-0.3324
chr1	64134568	64134854	0.054	-0.0912
chr1	64142833	64143241	0.0672	0.0917
chr1	64158915	64159058	0.2135	0.0906
chr1	64187933	64188504	0.2323	-0.9317
chr1	64190235	64190388	0.0734	0.0847
chr1	64191681	64191861	0.1386	-0.0204
chr1	64195970	64196477	0.1977	0.4611
chr1	64209007	64209598	0.3014	-0.7534
chr1	64217679	64218145	0.358	-0.7887
chr1	64225891	64226766	0.1787	-0.4118
chr1	64228209	64228476	0.2933	0.326
chr1	64231867	64232010	0.0906	-0.0672
chr1	64238356	64238482	0.5446	0.0742
chr1	64252548	64252944	0.26	-0.8208
chr1	64254056	64254302	0.1701	0.0917
chr1	64284807	64284997	0.0731	-0.1005
chr1	64286974	64287609	0.093	-0.6709
chr1	64295525	64295832	0.1453	0.0722
chr1	64298034	64298545	0.3631	-0.6001
chr1	64301177	64301620	0.0739	-0.3271
chr1	64305243	64305966	0.0677	0.0646
chr1	64313075	64313268	0.1944	-0.1478
chr1	64316822	64317377	0.0879	-0.3608
chr1	64319278	64319780	0.1043	-0.3935
chr1	64322347	64322534	0.3086	-0.2575
chr1	64324099	64324481	0.0542	-0.3136
chr1	64338534	64338975	0.2157	-0.761
chr1	64341436	64341931	0.1518	-0.2169
chr1	64347647	64348013	0.6482	-1.0
chr1	64353528	64353662	0.2144	0.1236
chr1	64373883	64375049	0.1823	-0.7903
chr1	64381358	64381667	0.0974	0.4165
chr1	64433891	64434307	0.0491	-0.2745
chr1	64435194	64435431	0.0991	-0.3753
chr1	64445942	64446374	0.0877	-0.1554
chr1	64448015	64448521	0.0371	-0.2317
chr1	64465267	64465441	0.1182	0.0906
chr1	64469690	64469893	0.0806	0.2423
chr1	64485329	64485532	0.0627	0.2331
chr1	64509725	64509940	0.1039	-0.3013
chr1	64521643	64522323	0.1438	-0.4383
chr1	64532020	64533498	0.1656	0.2727
chr1	64537897	64538180	0.0486	-0.1595
chr1	64538932	64539296	0.0624	-0.4126
chr1	64545958	64546517	0.2289	-0.79
chr1	64551656	64552361	0.1898	-0.6385
chr1	64568282	64568481	0.0298	-0.0672
chr1	64577816	64578108	0.0292	0.0776
chr1	64591115	64591252	0.0517	-0.0751
chr1	64595980	64596281	0.0425	0.1465
chr1	64600132	64600268	0.3378	-0.0778
chr1	64601239	64601951	0.1332	-0.5458
chr1	64609114	64609622	0.35	0.6084
chr1	64609955	64610414	0.052	0.3439
chr1	64611114	64611429	0.0671	-0.1591
chr1	64615195	64616523	0.1179	0.2863
chr1	64616739	64617877	0.2387	0.1909
chr1	64621078	64621610	0.0485	-0.2955
chr1	64623612	64624316	0.1003	-0.0983
chr1	64631017	64631218	0.0765	-0.1073
chr1	64631581	64631982	0.0835	-0.2973
chr1	64632369	64632474	0.2906	0.1401
chr1	64633202	64633431	0.1617	-0.0768
chr1	64638447	64638939	0.2023	-0.5435
chr1	64640257	64640603	0.1512	-0.5269
chr1	64648554	64648863	0.0351	-0.136
chr1	64649318	64650162	0.1548	-0.6262
chr1	64656360	64656890	0.1726	-0.5315
chr1	64657955	64658100	0.4173	-0.1342
chr1	64663066	64663285	0.0552	0.0983
chr1	64666665	64667827	0.1721	-0.715
chr1	64669517	64669830	0.0707	0.0491
chr1	64676488	64676710	0.0679	0.2441
chr1	64682337	64682764	0.2961	-0.8061
chr1	64690236	64691696	0.1516	0.2727
chr1	64692886	64693020	0.1022	-0.0428
chr1	64701820	64701956	0.3147	-0.0783
